Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getQueryParam,Long Statement,The length of the statement "criteriaList.add("(ua.USA_STARREDDATE_D < :userArticleStarredDateMax or " + " ua.USA_STARREDDATE_D = :userArticleStarredDateMax and ua.USA_ID_C < :userArticleIdMax" + ")");" is 172.,25
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,update,Long Statement,The length of the statement "Query q=em.createQuery("select ua from UserArticle ua where ua.id = :id and ua.deleteDate is null").setParameter("id"`userArticle.getId());" is 139.,132
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,markAsRead,Long Statement,The length of the statement "Query q=em.createNativeQuery(sb.toString()).setParameter("userId"`criteria.getUserId()).setParameter("readDate"`new Date());" is 124.,153
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,delete,Long Statement,The length of the statement "Query q=em.createQuery("select ua from UserArticle ua where ua.id = :id and ua.deleteDate is null").setParameter("id"`id);" is 122.,188
project-1-team-8,com.sismics.reader.core.dao.jpa,UserArticleDao,getUserArticle,Long Statement,The length of the statement "Query q=em.createQuery("select ua from UserArticle ua where ua.id = :id and ua.userId = :userId and ua.deleteDate is null").setParameter("id"`id).setParameter("userId"`userId);" is 176.,205
project-1-team-8,com.sismics.reader.core.dao.jpa,AuthenticationTokenDao,deleteOldSessionToken,Long Statement,The length of the statement "em.createNativeQuery(sb.toString()).setParameter("userId"`userId).setParameter("longLasted"`false).setParameter("minDate"`DateTime.now().minusDays(1).toDate()).executeUpdate();" is 176.,59
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedDao,getQueryParam,Long Statement,The length of the statement "criteriaList.add("(select count(fs.FES_ID_C)" + " from T_FEED_SUBSCRIPTION fs" + " where fs.FES_IDFEED_C = f.FED_ID_C and fs.FES_DELETEDATE_D is null) > 0");" is 157.,25
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedDao,getByRssUrl,Long Statement,The length of the statement "Query q=em.createQuery("select f from Feed f where f.rssUrl = :rssUrl and f.deleteDate is null").setParameter("rssUrl"`rssUrl);" is 127.,91
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedDao,update,Long Statement,The length of the statement "Query q=em.createQuery("select f from Feed f where f.id = :id and f.deleteDate is null").setParameter("id"`feed.getId());" is 121.,109
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,getQueryParam,Long Statement,The length of the statement "StringBuilder sb=new StringBuilder("select fs.FES_ID_C` fs.FES_TITLE_C` fs.FES_UNREADCOUNT_N` fs.FES_CREATEDATE_D` fs.FES_IDUSER_C` f.FED_ID_C` f.FED_TITLE_C` f.FED_RSSURL_C` f.FED_URL_C` f.FED_DESCRIPTION_C` c.CAT_ID_C` c.CAT_IDPARENT_C` c.CAT_NAME_C` c.CAT_FOLDED_B`").append(" (select count(fsy.FSY_ID_C) from (select * from T_FEED_SYNCHRONIZATION fsy where fsy.FSY_IDFEED_C = f.FED_ID_C order by fsy.FSY_CREATEDATE_D desc limit 5) fsy where fsy.FSY_SUCCESS_B = false) ").append(" from T_FEED_SUBSCRIPTION fs ").append(" join T_FEED f on(f.FED_ID_C = fs.FES_IDFEED_C and f.FED_DELETEDATE_D is null) ").append(" join T_CATEGORY c on(c.CAT_ID_C = fs.FES_IDCATEGORY_C and c.CAT_DELETEDATE_D is null) ");" is 703.,26
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,update,Long Statement,The length of the statement "Query q=em.createQuery("select fs from FeedSubscription fs where fs.id = :id and fs.deleteDate is null").setParameter("id"`feedSubscription.getId());" is 149.,86
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,updateUnreadCount,Long Statement,The length of the statement "em.createNativeQuery("update T_FEED_SUBSCRIPTION set FES_UNREADCOUNT_N = :unreadCount where FES_ID_C = :id").setParameter("id"`id).setParameter("unreadCount"`unreadCount).executeUpdate();" is 187.,108
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,reorder,Long Statement,The length of the statement "Query q=em.createQuery("select fs from FeedSubscription fs where fs.categoryId = :categoryId and fs.userId = :userId and fs.deleteDate is null order by fs.order").setParameter("categoryId"`feedSubscription.getCategoryId()).setParameter("userId"`feedSubscription.getUserId());" is 275.,122
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,delete,Long Statement,The length of the statement "Query q=em.createQuery("select fs from FeedSubscription fs where fs.id = :id and fs.deleteDate is null").setParameter("id"`id);" is 127.,150
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,getFeedSubscription,Long Statement,The length of the statement "Query q=em.createQuery("select fs from FeedSubscription fs where fs.id = :id and fs.userId = :userId and fs.deleteDate is null").setParameter("id"`id).setParameter("userId"`userId);" is 181.,167
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,findByCategory,Long Statement,The length of the statement "Query q=em.createQuery("select fs from FeedSubscription fs where fs.categoryId = :categoryId and fs.deleteDate is null").setParameter("categoryId"`categoryId);" is 159.,186
project-1-team-8,com.sismics.reader.core.dao.jpa,FeedSubscriptionDao,getCategoryCount,Long Statement,The length of the statement "Query q=em.createQuery("select count(fs.id) from FeedSubscription fs where fs.categoryId = :categoryId and fs.userId = :userId and fs.deleteDate is null").setParameter("categoryId"`categoryId).setParameter("userId"`userId);" is 223.,200
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,update,Long Statement,The length of the statement "Query q=em.createQuery("select c from Category c where c.id = :id and c.deleteDate is null").setParameter("id"`category.getId());" is 129.,36
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,reorder,Long Statement,The length of the statement "Query q=em.createQuery("select c from Category c where c.parentId = :parentId and c.userId = :userId and c.deleteDate is null order by c.order").setParameter("parentId"`category.getParentId()).setParameter("userId"`category.getUserId());" is 237.,58
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,getRootCategory,Long Statement,The length of the statement "Query q=em.createQuery("select c from Category c where c.userId = :userId and c.parentId is null and c.deleteDate is null").setParameter("userId"`userId);" is 154.,103
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,getCategory,Long Statement,The length of the statement "Query q=em.createQuery("select c from Category c where c.id = :id and c.userId = :userId and c.deleteDate is null").setParameter("id"`id).setParameter("userId"`userId);" is 168.,116
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,getCategoryCount,Long Statement,The length of the statement "Query q=em.createQuery("select count(c.id) from Category c where c.parentId = :parentId and c.userId = :userId and c.deleteDate is null").setParameter("parentId"`parentId).setParameter("userId"`userId);" is 202.,131
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,findAllCategory,Long Statement,The length of the statement "Query q=em.createQuery("select c from Category c where c.userId = :userId and c.deleteDate is null order by c.order").setParameter("userId"`userId);" is 148.,146
project-1-team-8,com.sismics.reader.core.dao.jpa,CategoryDao,findSubCategory,Long Statement,The length of the statement "Query q=em.createQuery("select c from Category c where c.parentId = :parentId and c.userId = :userId and c.deleteDate is null order by c.order").setParameter("parentId"`parentId).setParameter("userId"`userId);" is 209.,160
project-1-team-8,com.sismics.reader.core.util,DirectoryUtil,getBaseDataDirectory,Complex Method,Cyclomatic complexity of the method is 8,14
project-1-team-8,com.sismics.reader.core.util,StreamUtil,detectGzip,Magic Number,The method contains a magic number: 2,15
project-1-team-8,com.sismics.reader.core.util,StreamUtil,detectGzip,Magic Number,The method contains a magic number: 2,15
project-1-team-8,com.sismics.reader.core.util,StreamUtil,detectGzip,Magic Number,The method contains a magic number: 8,15
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Complex Conditional,The conditional expression subProperty.length != 2 || !subProperty[0].trim().equals("width") && !subProperty[0].trim().equals("height") is complex.,43
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Complex Method,Cyclomatic complexity of the method is 10,43
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Long Statement,The length of the statement "PolicyFactory blocksPolicyFactory=new HtmlPolicyBuilder().allowElements(ElementPolicy.IDENTITY_ELEMENT_POLICY`"p"`"div"`"h1"`"h2"`"h3"`"h4"`"h5"`"h6"`"ul"`"ol"`"li"`"blockquote"`"pre").toFactory();" is 197.,43
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Long Statement,The length of the statement "PolicyFactory iframePolicyFactory=new HtmlPolicyBuilder().allowUrlProtocols("http"`"https").allowAttributes("src"`"height"`"width"`"style").matching(new AttributePolicy(){" is 171.,43
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Long Statement,The length of the statement "PolicyFactory imagePolicyFactory=new HtmlPolicyBuilder().allowUrlProtocols("http"`"https"`" http"`" https").allowElements("img").allowAttributes("alt"`"align"`"title").onElements("img").allowAttributes("src").matching(transformLinkToAbsolutePolicy).onElements("img").allowAttributes("border"`"height"`"width"`"hspace"`"vspace").matching(INTEGER_POLICY).onElements("img").toFactory();" is 383.,43
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Long Statement,The length of the statement "PolicyFactory linksPolicyFactory=new HtmlPolicyBuilder().allowStandardUrlProtocols().allowElements("a").allowAttributes("href").matching(transformLinkToAbsolutePolicy).onElements("a").requireRelNofollowOnLinks().toFactory();" is 224.,43
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Long Statement,The length of the statement "PolicyFactory policy=blocksPolicyFactory.and(Sanitizers.FORMATTING).and(imagePolicyFactory).and(linksPolicyFactory).and(Sanitizers.STYLES).and(iframePolicyFactory);" is 164.,43
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Magic Number,The method contains a magic number: 6,43
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Magic Number,The method contains a magic number: 5,43
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,sanitize,Magic Number,The method contains a magic number: 2,43
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,apply,Complex Conditional,The conditional expression subProperty.length != 2 || !subProperty[0].trim().equals("width") && !subProperty[0].trim().equals("height") is complex.,78
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,apply,Complex Method,Cyclomatic complexity of the method is 9,78
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,apply,Magic Number,The method contains a magic number: 6,78
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,apply,Magic Number,The method contains a magic number: 5,78
project-1-team-8,com.sismics.reader.core.util.sanitizer,ArticleSanitizer,apply,Magic Number,The method contains a magic number: 2,78
project-1-team-8,com.sismics.reader.core.util.http,ReaderHttpClient,open,Complex Conditional,The conditional expression status == HttpURLConnection.HTTP_MOVED_TEMP || status == HttpURLConnection.HTTP_MOVED_PERM || status == HttpURLConnection.HTTP_SEE_OTHER is complex.,41
project-1-team-8,com.sismics.reader.core.util.http,ReaderHttpClient,open,Empty catch clause,The method has an empty catch block.,41
project-1-team-8,com.sismics.reader.core.util.http,ReaderHttpClient,open,Long Statement,The length of the statement "if (status == HttpURLConnection.HTTP_MOVED_TEMP || status == HttpURLConnection.HTTP_MOVED_PERM || status == HttpURLConnection.HTTP_SEE_OTHER) {" is 143.,41
project-1-team-8,com.sismics.util,UrlUtil,getBaseUri,Empty catch clause,The method has an empty catch block.,17
project-1-team-8,com.sismics.util,ResourceUtil,list,Complex Method,Cyclomatic complexity of the method is 11,24
project-1-team-8,com.sismics.util,ResourceUtil,list,Magic Number,The method contains a magic number: 5,24
project-1-team-8,com.sismics.util,ResourceUtil,loadPropertiesFromUrl,Empty catch clause,The method has an empty catch block.,100
project-1-team-8,com.sismics.util,DateUtil,parseDate,Empty catch clause,The method has an empty catch block.,236
project-1-team-8,com.sismics.util,DateUtil,parseDate,Empty catch clause,The method has an empty catch block.,236
project-1-team-8,com.sismics.util,AdblockUtil,matches,Long Parameter List,The method has 5 parameters. ,170
project-1-team-8,com.sismics.util,AdblockUtil,matches,Long Statement,The length of the statement "return (Boolean)js.evaluate("matchesAny('" + StringEscapeUtils.escapeJavaScript(url) + "'` '"+ StringEscapeUtils.escapeJavaScript(query)+ "'` '"+ (reqHost != null ? StringEscapeUtils.escapeJavaScript(reqHost) : "")+ "'` '"+ (refHost != null ? StringEscapeUtils.escapeJavaScript(refHost) : "")+ "'` '"+ (accept != null ? StringEscapeUtils.escapeJavaScript(accept) : "")+ "');");" is 377.,170
project-1-team-8,com.sismics.util,LocaleUtil,getLocale,Magic Number,The method contains a magic number: 2,16
project-1-team-8,com.sismics.util,LocaleUtil,getLocale,Magic Number,The method contains a magic number: 3,16
project-1-team-8,com.sismics.util,LocaleUtil,getLocale,Magic Number,The method contains a magic number: 2,16
project-1-team-8,com.sismics.util,HttpUtil,readUrlIntoString,Empty catch clause,The method has an empty catch block.,24
project-1-team-8,com.sismics.util,HttpUtil,postUrl,Empty catch clause,The method has an empty catch block.,58
project-1-team-8,com.sismics.util,HttpUtil,postUrl,Empty catch clause,The method has an empty catch block.,58
project-1-team-8,com.sismics.util,TestTextSanitizer,textSanitizerTest,Long Statement,The length of the statement "assertEquals("Weirdest DLC Sponsorship Ever: SimCity` Brought To You By Crest"`TextSanitizer.sanitize("Weirdest DLC Sponsorship Ever: SimCity&lt;/em&gt;` Brought To You By Crest"));" is 181.,14
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerImageAkeweaTest,Magic Number,The method contains a magic number: 20,20
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerImageDilbertTest,Magic Number,The method contains a magic number: 20,44
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerImageXmlBaseTest,Magic Number,The method contains a magic number: 26,67
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerLinkTest,Magic Number,The method contains a magic number: 7,92
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeVimeoTest,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//player.vimeo.com/video/63898090?title&#61;0&amp;byline&#61;0&amp;portrait&#61;0&amp;color&#61;ffffff\" width=\"640\" height=\"360\" sandbox=\"allow-scripts allow-same-origin\">"));" is 222.,118
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeVimeoTest,Magic Number,The method contains a magic number: 10,118
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeDailymotionTest,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//www.dailymotion.com/embed/video/xy9zdc\" height=\"360\" width=\"640\" sandbox=\"allow-scripts allow-same-origin\">"));" is 160.,141
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeDailymotionTest,Magic Number,The method contains a magic number: 30,141
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeDailymotionTest,Magic Number,The method contains a magic number: 21,141
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeYoutubeTest,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//www.youtube.com/embed/n2d4c8JIT0E?feature&#61;player_embedded\" height=\"360\" width=\"640\" sandbox=\"allow-scripts allow-same-origin\">"));" is 183.,164
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeYoutubeTest,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//www.youtube.com/embed/5OcNy7t17LA?feature&#61;player_embedded\" height=\"360\" width=\"640\" sandbox=\"allow-scripts allow-same-origin\">"));" is 183.,164
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeYoutubeTest,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//www.youtube.com/embed/7vIi0U4rSX4?feature&#61;player_embedded\" height=\"360\" width=\"640\" sandbox=\"allow-scripts allow-same-origin\">"));" is 183.,164
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeYoutubeTest,Magic Number,The method contains a magic number: 30,164
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeYoutubeTest,Magic Number,The method contains a magic number: 20,164
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeYoutubeTest,Magic Number,The method contains a magic number: 15,164
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeGoogleMapsTest,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//maps.google.com/?t&#61;m&amp;layer&#61;c&amp;panoid&#61;JkQZAcDH9c2tky4T8irVUg&amp;cbp&#61;13`219.16``0`41.84&amp;cbll&#61;35.370043`138.739238&amp;ie&#61;UTF8&amp;source&#61;embed&amp;ll&#61;35.336203`138.739128&amp;spn&#61;0.117631`0.216293&amp;z&#61;12&amp;output&#61;svembed\" height=\"420\" width=\"630\" sandbox=\"allow-scripts allow-same-origin\">"));" is 400.,201
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeGoogleMapsTest,Magic Number,The method contains a magic number: 15,201
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeSoundCloudTest,Long Statement,The length of the statement "assertTrue(html.contains("<iframe height=\"166\" src=\"//w.soundcloud.com/player/?url&#61;http%3A%2F%2Fapi.soundcloud.com%2Ftracks%2F105401675\" width=\"100%\" sandbox=\"allow-scripts allow-same-origin\"></iframe>"));" is 217.,221
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeSoundCloudTest,Magic Number,The method contains a magic number: 15,221
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeSlashdotTest,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//slashdot.org/slashdot-it.pl?op&#61;discuss&amp;id&#61;3658423&amp;smallembed&#61;1\" style=\"height: 300px; width: 100%;\" sandbox=\"allow-scripts allow-same-origin\">"));" is 213.,241
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeSlashdotTest,Magic Number,The method contains a magic number: 25,241
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeWhydTest,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//whyd.com/u/514ad8737e91c862b2ab7ef1/playlist/6?format&#61;embedV2&amp;embedW&#61;480\" height=\"600\" width=\"600\" sandbox=\"allow-scripts allow-same-origin\"></iframe>"));" is 215.,264
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeWhydTest,Magic Number,The method contains a magic number: 10,264
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeWhydTest,Magic Number,The method contains a magic number: 2,264
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeBandcampTest,Long Statement,The length of the statement "assertTrue(html.contains("<iframe style=\" width: 350px; height: 659px;\" src=\"//bandcamp.com/EmbeddedPlayer/album&#61;578259909/size&#61;large/bgcol&#61;ffffff/linkcol&#61;0687f5/transparent&#61;true/\" sandbox=\"allow-scripts allow-same-origin\"></iframe>"));" is 262.,287
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeBandcampTest,Magic Number,The method contains a magic number: 10,287
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeBandcampTest,Magic Number,The method contains a magic number: 4,287
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeVineTest,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//vine.co/v/hUMBgqHAOdU/embed/simple\" width=\"480\" height=\"480\" sandbox=\"allow-scripts allow-same-origin\"></iframe>"));" is 165.,310
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizerIframeVineTest,Magic Number,The method contains a magic number: 10,310
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer71Test,Magic Number,The method contains a magic number: 5,333
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement,The length of the statement "String html=articleSanitizer.sanitize("http://localhost/"`"<iframe src=\"http://www.deezer.com/plugins/player?autoplay=false&playlist=true\" width=\"480\" height=\"480\"></iframe>" + "<iframe src=\"//giphy.com/embed/9hDNJVBbDyZGw\" width=\"480\" height=\"480\"></iframe>" + "<iframe src=\"//www.slideshare.net/slideshow/embed_code/37454624\" width=\"480\" height=\"480\"></iframe>"+ "<iframe src=\"//hitbox.tv/#!/embed/CymaticBruce\" width=\"480\" height=\"480\"></iframe>"+ "<iframe src=\"//embed.spotify.com/?uri=spotify:album:3NNSJt3gWSmPmnjCwZyLA5\" width=\"480\" height=\"480\"></iframe>"+ "<iframe src=\"//soundsgood.co/embed/5634c158722be1b60e7651be\" width=\"480\" height=\"480\"></iframe>"+ "<iframe src=\"http://cdn.livestream.com/embed/spaceflightnow?layout=4&height=340&width=560&autoplay=false\" width=\"480\" height=\"480\"></iframe>"+ "<iframe src=\"http://v.24liveblog.com/live/?id=1312491\" width=\"480\" height=\"480\"></iframe>"+ "<iframe src=\"//fiddle.jshell.net/toddmotto/0oarywLe/show/light/\" width=\"480\" height=\"480\"></iframe>"+ "<iframe src=\"//www.kickstarter.com/projects/223628811/the-airboard-sketch-internet-of-things-fast/widget/video.html\" width=\"480\" height=\"480\"></iframe>");" is 1219.,357
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//www.deezer.com/plugins/player?autoplay&#61;false&amp;playlist&#61;true\" width=\"480\" height=\"480\" sandbox=\"allow-scripts allow-same-origin\"></iframe>"));" is 201.,357
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//giphy.com/embed/9hDNJVBbDyZGw\" width=\"480\" height=\"480\" sandbox=\"allow-scripts allow-same-origin\"></iframe>"));" is 160.,357
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//www.slideshare.net/slideshow/embed_code/37454624\" width=\"480\" height=\"480\" sandbox=\"allow-scripts allow-same-origin\"></iframe>"));" is 179.,357
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//hitbox.tv/#!/embed/CymaticBruce\" width=\"480\" height=\"480\" sandbox=\"allow-scripts allow-same-origin\"></iframe>"));" is 162.,357
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//embed.spotify.com/?uri&#61;spotify:album:3NNSJt3gWSmPmnjCwZyLA5\" width=\"480\" height=\"480\" sandbox=\"allow-scripts allow-same-origin\"></iframe>"));" is 194.,357
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//soundsgood.co/embed/5634c158722be1b60e7651be\" width=\"480\" height=\"480\" sandbox=\"allow-scripts allow-same-origin\"></iframe>"));" is 175.,357
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//cdn.livestream.com/embed/spaceflightnow?layout&#61;4&amp;height&#61;340&amp;width&#61;560&amp;autoplay&#61;false\" width=\"480\" height=\"480\" sandbox=\"allow-scripts allow-same-origin\"></iframe>"));" is 243.,357
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//v.24liveblog.com/live/?id&#61;1312491\" width=\"480\" height=\"480\" sandbox=\"allow-scripts allow-same-origin\"></iframe>"));" is 168.,357
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//fiddle.jshell.net/toddmotto/0oarywLe/show/light/\" width=\"480\" height=\"480\" sandbox=\"allow-scripts allow-same-origin\"></iframe>"));" is 179.,357
project-1-team-8,com.sismics.util,TestArticleSanitizer,articleSanitizer99Test,Long Statement,The length of the statement "assertTrue(html.contains("<iframe src=\"//www.kickstarter.com/projects/223628811/the-airboard-sketch-internet-of-things-fast/widget/video.html\" width=\"480\" height=\"480\" sandbox=\"allow-scripts allow-same-origin\"></iframe>"));" is 231.,357
project-1-team-8,com.sismics.util,TestUrlUtil,completeUrlTest,Long Statement,The length of the statement "assertEquals("http://linuxfr.org/img/test.png"`UrlUtil.completeUrl("http://linuxfr.org/"`"http://linuxfr.org/img/test.png"));" is 125.,24
project-1-team-8,com.sismics.util,TestUrlUtil,completeUrlTest,Long Statement,The length of the statement "assertEquals("http://img.linuxfr.org/img/test.png"`UrlUtil.completeUrl("http://linuxfr.org/"`"//img.linuxfr.org/img/test.png"));" is 128.,24
project-1-team-8,com.sismics.util,TestNetworkUtil,testUpnp,Magic Number,The method contains a magic number: 4040,15
project-1-team-8,com.sismics.util,TestResourceUtil,loadResourceFileTest,Long Statement,The length of the statement "Map<Object`Object> properties=ResourceUtil.loadPropertiesFromUrl(TestResourceUtil.class.getResource("/config.properties"));" is 123.,33
project-1-team-8,com.sismics.util,TestCertUtil,sslFailTest,Empty catch clause,The method has an empty catch block.,21
project-1-team-8,com.sismics.util,TestCertUtil,sslFailTest,Magic Number,The method contains a magic number: 443,21
project-1-team-8,com.sismics.util.log4j,MemoryAppender,append,Long Statement,The length of the statement "LogEntry logEntry=new LogEntry(System.currentTimeMillis()`event.getLevel().toString()`loggerName`event.getMessage().toString());" is 128.,46
project-1-team-8,com.sismics.util.log4j,MemoryAppender,find,Complex Conditional,The conditional expression (level == null || logEntry.getLevel().toLowerCase().equals(level)) && (tag == null || logEntry.getTag().toLowerCase().equals(tag)) && (message == null || logEntry.getMessage().toLowerCase().contains(message)) is complex.,95
project-1-team-8,com.sismics.util.log4j,MemoryAppender,find,Long Statement,The length of the statement "if ((level == null || logEntry.getLevel().toLowerCase().equals(level)) && (tag == null || logEntry.getTag().toLowerCase().equals(tag)) && (message == null || logEntry.getMessage().toLowerCase().contains(message))) {" is 215.,95
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Complex Conditional,The conditional expression headerBytes[0] == ((byte)0x89) && headerBytes[1] == ((byte)0x50) && headerBytes[2] == ((byte)0x4e) && headerBytes[3] == ((byte)0x47) && headerBytes[4] == ((byte)0x0d) && headerBytes[5] == ((byte)0x0a) && headerBytes[6] == ((byte)0x1a) && headerBytes[7] == ((byte)0x0a) is complex.,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Complex Conditional,The conditional expression headerBytes[0] == ((byte)0x00) && headerBytes[1] == ((byte)0x00) && headerBytes[2] == ((byte)0x01) && headerBytes[3] == ((byte)0x00) is complex.,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Complex Method,Cyclomatic complexity of the method is 8,13
project-1-team-8,com.sismics.util.mime,MimeTypeUtil,guessMimeType,Long Statement,The length of the statement "else if (headerBytes[0] == ((byte)0x89) && headerBytes[1] == ((byte)0x50) && headerBytes[2] == ((byte)0x4e) && headerBytes[3] == ((byte)0x47) && headerBytes[4] == ((byte)0x0d) && headerBytes[5] == ((byte)0x0a) && headerBytes[6] == ((byte)0x1a) && headerBytes[7] == ((byte)0x0a)) {" is 280.,13
